City_ID,City,Country,Date,Lat,Lon,Max Temp,HUmidity,Cloudiness,Wind Speed
229,Ejura,GH,2021-04-21 15:03:40,7.3856,-1.3562,95.67,39,100,3.74
230,Komsomolskiy,UZ,2021-04-21 15:03:40,40.4272,71.7189,59.0,36,75,18.41
231,Klaksvik,FO,2021-04-21 15:03:40,62.2266,-6.589,44.6,76,75,18.41
232,Banda Aceh,ID,2021-04-21 15:02:25,5.5577,95.3222,81.7,78,95,7.47
233,Avera,US,2021-04-21 15:03:41,33.194,-82.5271,71.01,40,1,13.8
234,Saint-Pierre,RE,2021-04-21 15:03:41,-21.3393,55.4781,77.0,83,75,13.8
235,Vila Velha,BR,2021-04-21 15:03:42,-20.3297,-40.2925,82.99,54,0,10.36
236,Kaoma,ZM,2021-04-21 15:03:42,-14.7833,24.8,78.75,38,0,6.08
237,Inta,RU,2021-04-21 15:03:43,66.0317,60.1659,37.09,93,92,8.97
238,Belaya Gora,RU,2021-04-21 15:03:43,68.5333,146.4167,20.48,95,100,13.47
239,Robertson,US,2021-04-21 15:03:43,36.5167,-86.8667,43.0,70,20,6.91
240,Plouzane,FR,2021-04-21 15:03:44,48.3833,-4.6167,62.6,51,76,16.11
241,Papara,BR,2021-04-21 15:03:44,-3.9839,-38.7273,87.8,62,20,6.91
242,Ahipara,NZ,2021-04-21 15:03:45,-35.1667,173.1667,60.96,79,100,8.16
243,Farrukhnagar,IN,2021-04-21 15:03:45,17.0778,78.2011,86.0,65,75,4.61
244,Constitucion,CL,2021-04-21 15:03:45,-35.3333,-72.4167,59.11,90,100,27.96
245,Airai,TL,2021-04-21 15:03:46,-8.9266,125.4092,59.63,94,96,2.08
246,Surskoye,RU,2021-04-21 15:03:46,54.4821,46.7214,39.54,88,100,17.96
247,Kulhudhuffushi,MV,2021-04-21 15:03:47,6.6221,73.07,84.56,67,92,7.25
248,Ponta Do Sol,PT,2021-04-21 15:03:47,32.6667,-17.1,71.01,64,20,10.36
249,Mbanza-Ngungu,CD,2021-04-21 15:03:48,-5.25,14.8667,80.71,75,98,2.01
250,Gauribidanur,IN,2021-04-21 15:03:48,13.6111,77.5167,87.01,57,40,2.3
251,Tessalit,ML,2021-04-21 15:03:49,20.1986,1.0114,98.6,3,25,15.86
252,Pochutla,MX,2021-04-21 15:03:50,15.7432,-96.4661,86.0,61,90,3.85
253,Coquimbo,CL,2021-04-21 15:03:50,-29.9533,-71.3436,66.2,59,0,5.75
254,Lagunas,PE,2021-04-21 15:03:50,-5.2269,-75.6753,72.79,93,98,3.58
255,Tateyama,JP,2021-04-21 15:03:51,34.9833,139.8667,62.6,22,0,11.5
256,Trinidad,BO,2021-04-21 15:03:51,-14.8333,-64.9,81.9,79,23,5.5
257,Tasiilaq,GL,2021-04-21 15:03:52,65.6145,-37.6368,28.4,64,20,4.61
258,Graaff-Reinet,ZA,2021-04-21 15:03:52,-32.2522,24.5308,80.01,49,100,4.0
259,Erdenet,MN,2021-04-21 15:03:52,49.0333,104.0833,29.43,53,86,4.54
260,Axim,GH,2021-04-21 15:03:53,4.8699,-2.2405,87.22,63,83,11.27
261,Ranau,MY,2021-04-21 15:03:53,5.9538,116.6641,80.6,83,20,4.61
262,Kimbe,PG,2021-04-21 15:03:54,-5.5502,150.1429,77.61,89,100,2.17
263,Thompson,CA,2021-04-21 15:03:54,55.7435,-97.8558,30.2,69,1,3.44
264,Pitimbu,BR,2021-04-21 15:03:54,-7.4706,-34.8086,86.0,70,40,9.22
265,Leshukonskoye,RU,2021-04-21 15:03:55,64.8989,45.7622,51.21,40,100,11.74
266,Belen,TR,2021-04-21 15:03:55,36.4891,36.2233,71.6,53,40,12.66
267,Hobyo,SO,2021-04-21 15:03:56,5.3505,48.5268,85.24,66,85,11.21
268,Mahebourg,MU,2021-04-21 15:03:57,-20.4081,57.7,75.2,94,75,6.91
269,Usinsk,RU,2021-04-21 15:03:57,65.9939,57.5281,38.14,89,100,9.06
270,Dakar,SN,2021-04-21 15:01:12,14.6937,-17.4441,73.4,78,20,13.8
271,Nevinnomyssk,RU,2021-04-21 15:03:58,44.6267,41.9453,55.4,62,20,4.47
272,El Sauzal,MX,2021-04-21 15:03:58,31.9,-116.6833,57.99,73,90,5.01
273,Coahuayana,MX,2021-04-21 15:03:58,18.7333,-103.6833,78.8,24,1,0.78
274,Kavieng,PG,2021-04-21 15:03:59,-2.5744,150.7967,82.15,77,97,5.37
275,Saint Anthony,US,2021-04-21 15:03:30,45.0205,-93.218,37.0,44,40,6.91
276,Urumqi,CN,2021-04-21 15:03:59,43.801,87.6005,53.6,43,20,15.66
277,Dhemaji,IN,2021-04-21 15:04:00,27.4833,94.5833,80.6,78,40,5.99
278,Guarapari,BR,2021-04-21 15:04:00,-20.6667,-40.4975,82.99,54,0,10.36
279,Nemuro,JP,2021-04-21 15:04:01,43.3236,145.575,33.78,80,66,25.5
280,Sohag,EG,2021-04-21 15:04:01,26.557,31.6948,95.0,20,0,17.27
281,Sindor,RU,2021-04-21 15:04:01,62.8629,51.8905,51.33,40,77,9.75
282,Mikun,RU,2021-04-21 15:04:02,62.3547,50.0771,50.97,36,100,11.45
283,Hami,CN,2021-04-21 15:04:02,42.8,93.45,73.36,13,84,5.86
284,Pasni,PK,2021-04-21 15:02:09,25.2631,63.471,82.51,71,0,13.4
285,Katsuura,JP,2021-04-21 15:04:03,35.1333,140.3,62.6,22,0,11.5
286,Kunnamangalam,IN,2021-04-21 15:04:03,11.3046,75.8777,82.4,83,40,5.61
287,Bilopillya,UA,2021-04-21 15:04:04,51.1502,34.3129,42.21,89,100,5.23
288,Pangnirtung,CA,2021-04-21 15:04:04,66.1451,-65.7125,28.4,64,90,27.63
289,Balsas,BR,2021-04-21 15:00:30,-7.5325,-46.0356,83.95,64,60,5.41
290,Rampur Hat,IN,2021-04-21 15:04:05,24.1667,87.7833,89.83,38,98,4.18
291,Richards Bay,ZA,2021-04-21 15:04:05,-28.783,32.0377,74.52,74,10,10.45
