City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
245,Sitka,US,57.0531,-135.33,50.0,43,20,4.61,few clouds
246,Jacareacanga,BR,-6.2222,-57.7528,72.37,99,85,1.52,overcast clouds
247,Salalah,OM,17.0151,54.0924,83.53,65,18,7.56,few clouds
248,Zheleznodorozhnyy,RU,55.7503,38.0042,39.99,87,90,8.95,heavy intensity rain
249,Lompoc,US,34.6391,-120.4579,53.6,76,3,4.61,clear sky
250,Vao,NC,-22.6667,167.4833,75.87,73,81,13.96,broken clouds
251,Esperance,AU,-33.8667,121.9,77.0,36,92,10.36,overcast clouds
252,Aljezur,PT,37.3191,-8.8033,60.53,92,96,10.13,overcast clouds
253,Tamsweg,AT,47.1281,13.811,34.0,73,8,1.32,clear sky
254,Troitskoye,RU,52.9821,84.6757,39.63,66,100,7.85,overcast clouds
255,Cap Malheureux,MU,-19.9842,57.6142,81.0,77,85,11.99,overcast clouds
256,Podor,MR,16.6527,-14.9587,74.32,37,19,10.92,few clouds
257,Slave Lake,CA,55.2834,-114.769,28.4,54,90,0.58,overcast clouds
258,Norman Wells,CA,65.282,-126.8329,30.2,80,75,9.22,broken clouds
259,Aklavik,CA,68.2191,-135.0107,30.2,59,77,6.91,broken clouds
260,Moerai,PF,-22.4333,-151.3333,76.71,72,92,16.33,overcast clouds
261,Brainerd,US,46.358,-94.2008,39.2,81,90,8.05,overcast clouds
262,Paita,PE,-5.0892,-81.1144,69.87,76,12,11.7,few clouds
263,Tabuk,PH,17.4189,121.4443,89.51,43,5,7.07,clear sky
264,Bowen,AU,-20.0167,148.2333,75.2,78,90,16.11,overcast clouds
265,Imuris,MX,30.7833,-110.8667,58.8,36,0,1.99,clear sky
266,Vila Franca Do Campo,PT,37.7167,-25.4333,57.2,72,20,21.85,few clouds
267,Ciudad Bolivar,VE,8.1222,-63.5497,80.13,67,39,13.53,scattered clouds
268,Andenes,NO,69.3143,16.1194,35.6,69,75,12.66,light rain
269,Chabahar,IR,25.2919,60.643,85.55,60,5,3.53,clear sky
270,Bambous Virieux,MU,-20.3428,57.7575,81.0,94,75,13.8,light rain
271,Cairns,AU,-16.9167,145.7667,82.0,74,90,10.36,overcast clouds
272,Mabaruma,GY,8.2,-59.7833,71.83,97,74,1.57,broken clouds
273,Lata,PT,40.1629,-8.3327,60.01,95,92,7.0,overcast clouds
274,Bartica,GY,6.4,-58.6167,75.2,100,75,2.3,light rain
275,Wamba,NG,8.9333,8.6,73.94,76,96,2.08,overcast clouds
276,Lubumbashi,CD,-11.6609,27.4794,59.86,92,51,4.54,broken clouds
277,Saint George,US,37.1041,-113.5841,70.0,14,1,2.04,clear sky
278,Umm Lajj,SA,25.0213,37.2685,80.31,65,3,2.35,clear sky
279,Yazman,PK,29.1212,71.7446,87.71,16,0,8.97,clear sky
280,Raudeberg,NO,61.9875,5.1352,34.0,90,82,12.3,broken clouds
281,Port-Cartier,CA,50.0334,-66.8654,34.0,100,75,2.3,broken clouds
282,Marzuq,YE,14.4,46.4667,77.85,25,0,4.45,clear sky
283,Benidorm,ES,38.5382,-0.131,57.0,80,100,13.2,overcast clouds
284,Asau,RO,46.4333,26.4,41.0,93,0,2.3,clear sky
285,Doba,TD,8.65,16.85,76.78,68,100,4.92,overcast clouds
286,Snyder,US,32.7179,-100.9176,62.6,19,1,9.22,clear sky
287,Malazgirt,TR,39.1427,42.5401,58.33,32,22,0.74,few clouds
288,Sawakin,SD,19.1059,37.3321,82.45,61,94,1.57,overcast clouds
289,Nalut,LY,30.3333,10.85,56.55,71,19,13.47,few clouds
290,Saint Anthony,US,45.0205,-93.218,46.4,87,90,3.44,overcast clouds
291,Svalyava,UA,48.5485,22.9958,39.99,100,12,2.66,few clouds
292,Meulaboh,ID,4.1363,96.1285,81.0,78,100,2.28,moderate rain
293,Krasnoselkup,RU,65.7,82.4667,34.16,100,96,15.66,overcast clouds
294,Hobyo,SO,5.3505,48.5268,85.42,66,89,8.75,overcast clouds
295,Guilin,CN,25.2819,110.2864,77.0,78,90,2.24,overcast clouds
296,Auki,SB,-8.7676,160.7034,82.99,74,66,2.86,broken clouds
297,Cabo San Lucas,MX,22.8909,-109.9124,71.01,54,26,1.99,scattered clouds
298,Vikulovo,RU,56.8167,70.6107,46.49,38,100,13.53,overcast clouds
299,Segou,ML,13.4317,-6.2157,88.88,30,94,4.79,overcast clouds
300,Mustasaari,FI,63.1142,21.6822,32.0,100,90,21.85,snow
301,Kenai,US,60.5544,-151.2583,44.6,81,1,10.36,clear sky
302,Skjervoy,NO,70.0311,20.9714,31.59,76,99,6.96,light snow
303,Chernyshevskiy,RU,63.0128,112.4714,34.83,88,100,9.04,overcast clouds
304,Sao Filipe,CV,14.8961,-24.4956,70.66,75,36,9.33,scattered clouds
305,College,US,64.8569,-147.8028,57.2,35,20,6.91,few clouds
306,Savannah Bight,HN,16.45,-85.85,81.0,85,13,5.01,few clouds
307,Pudozh,RU,61.8099,36.5345,40.71,87,100,2.17,light rain
308,Pouebo,NC,-20.4,164.5667,79.5,78,100,7.54,overcast clouds
309,Jagdalpur,IN,19.0667,82.0333,98.04,16,0,1.83,clear sky
310,Ahuimanu,US,21.4447,-157.8378,75.2,73,20,13.8,few clouds
311,New Iberia,US,30.0035,-91.8187,73.4,94,90,21.85,light rain
312,Eyemouth,GB,55.8713,-2.0901,42.01,94,100,8.3,overcast clouds
313,Praia,CV,14.9215,-23.5087,68.0,77,40,13.8,scattered clouds
314,Darhan,MN,49.4867,105.9228,40.3,75,100,5.08,moderate rain
315,Pochutla,MX,15.7432,-96.4661,80.01,83,100,1.01,overcast clouds
316,Springbok,ZA,-29.6643,17.8865,61.65,41,5,4.14,clear sky
317,Sorochinsk,RU,52.4338,53.1583,44.85,94,100,5.46,moderate rain
318,Mogok,MM,22.9167,96.5,90.9,25,95,3.49,overcast clouds
319,Asmara,ER,15.3333,38.9333,63.41,49,64,2.48,broken clouds
320,Sibolga,ID,1.7427,98.7792,85.08,66,99,4.23,overcast clouds
321,Veinticinco De Mayo,AR,-35.4323,-60.1727,55.99,99,100,1.01,overcast clouds
322,Palana,RU,59.1167,159.9667,28.24,88,100,8.86,overcast clouds
323,Mporokoso,ZM,-9.3727,30.125,59.72,94,32,5.82,scattered clouds
324,Ballina,AU,-28.8667,153.5667,73.4,53,75,8.05,broken clouds
325,Raga,SS,8.4596,25.678,76.5,59,88,7.23,overcast clouds
326,Nouadhibou,MR,20.931,-17.0347,62.6,94,0,17.27,clear sky
327,Puerto Leguizamo,CO,-0.1934,-74.7819,71.94,98,25,0.4,scattered clouds
328,Palmerston North,NZ,-40.35,175.6167,62.01,82,25,4.0,scattered clouds
329,Bahia Blanca,AR,-38.7196,-62.2724,61.09,62,64,8.37,broken clouds
330,Maswa,TZ,-2.6833,33.9833,65.62,86,99,4.45,overcast clouds
331,Suwalki,PL,54.1118,22.9309,35.02,65,78,9.98,broken clouds
332,Abu Kamal,SY,34.4506,40.9171,77.36,15,2,3.53,clear sky
333,Caranavi,BO,-15.8167,-67.55,62.17,99,62,1.79,broken clouds
334,Brigantine,US,39.4101,-74.3646,51.8,54,1,6.91,clear sky
335,Komsomolskiy,UZ,40.4272,71.7189,66.2,30,91,6.91,overcast clouds
336,Keti Bandar,PK,24.1447,67.4497,89.44,44,1,4.92,clear sky
337,Longyearbyen,SJ,78.2186,15.6401,21.2,79,75,12.66,broken clouds
338,San Andres,CO,12.5847,-81.7006,80.6,74,20,11.5,few clouds
339,Mehamn,NO,71.0357,27.8492,32.07,86,99,15.08,overcast clouds
340,Elk River,US,45.3038,-93.5672,44.01,89,100,10.58,overcast clouds
341,Coihaique,CL,-45.5752,-72.0662,43.77,97,89,6.22,overcast clouds
342,Shubarshi,KZ,48.5872,57.1869,54.64,59,42,14.5,scattered clouds
343,Rawson,AR,-43.3002,-65.1023,53.65,71,6,18.34,clear sky
344,Taltal,CL,-25.4,-70.4833,60.42,84,9,0.74,clear sky
345,Radyvyliv,UA,50.1299,25.2558,35.19,85,80,10.4,broken clouds
346,Necochea,AR,-38.5473,-58.7368,60.01,98,100,1.99,overcast clouds
